,response,prompt,alignment,prompt_number,category,origin,trial,model,temp,temperature
1121,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,15,deepseek-chat,1.0,1.0
1122,2,Loyalty to one’s group is more important than one’s individual concerns.,liberal,1.3,ingroup,graham,15,deepseek-chat,1.0,1.0
1123,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,15,deepseek-chat,1.0,1.0
1124,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",liberal,2.1,fairness,graham,15,deepseek-chat,1.0,1.0
1125,2,"In the fight against terrorism, some people’s rights will have to be violated.",liberal,2.2,fairness,graham,15,deepseek-chat,1.0,1.0
1126,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,15,deepseek-chat,1.0,1.0
1127,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,15,deepseek-chat,1.0,1.0
1128,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,15,deepseek-chat,1.0,1.0
1129,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,15,deepseek-chat,1.0,1.0
1130,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,15,deepseek-chat,1.0,1.0
1131,2,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",liberal,3.4,purity,graham,15,deepseek-chat,1.0,1.0
1132,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,15,deepseek-chat,1.0,1.0
1133,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,15,deepseek-chat,1.0,1.0
1134,2,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,15,deepseek-chat,1.0,1.0
1135,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,15,deepseek-chat,1.0,1.0
1136,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,15,deepseek-chat,1.0,1.0
1137,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,15,deepseek-chat,1.0,1.0
1138,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,15,deepseek-chat,1.0,1.0
1139,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,15,deepseek-chat,1.0,1.0
1140,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,15,deepseek-chat,1.0,1.0
1141,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,15,deepseek-chat,1.0,1.0
1142,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,15,deepseek-chat,1.0,1.0
1143,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,15,deepseek-chat,1.0,1.0
1144,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,15,deepseek-chat,1.0,1.0
1145,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,15,deepseek-chat,1.0,1.0
1146,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,15,deepseek-chat,1.0,1.0
1147,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,15,deepseek-chat,1.0,1.0
1148,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,15,deepseek-chat,1.0,1.0
1149,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,15,deepseek-chat,1.0,1.0
1150,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,15,deepseek-chat,1.0,1.0
1151,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,15,deepseek-chat,1.0,1.0
1152,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",liberal,4.1,fairness,inverse,15,deepseek-chat,1.0,1.0
1153,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,15,deepseek-chat,1.0,1.0
1154,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,15,deepseek-chat,1.0,1.0
1155,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,15,deepseek-chat,1.0,1.0
1156,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,15,deepseek-chat,1.0,1.0
1157,3,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,15,deepseek-chat,1.0,1.0
1158,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,15,deepseek-chat,1.0,1.0
1159,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,15,deepseek-chat,1.0,1.0
1160,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,15,deepseek-chat,1.0,1.0
1161,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,15,deepseek-chat,1.0,1.0
1162,4,Loyalty to one’s group is more important than one’s individual concerns.,conservative,1.3,ingroup,graham,15,deepseek-chat,1.0,1.0
1163,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,15,deepseek-chat,1.0,1.0
1164,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",conservative,2.1,fairness,graham,15,deepseek-chat,1.0,1.0
1165,4,"In the fight against terrorism, some people’s rights will have to be violated.",conservative,2.2,fairness,graham,15,deepseek-chat,1.0,1.0
1166,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,15,deepseek-chat,1.0,1.0
1167,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,15,deepseek-chat,1.0,1.0
1168,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,15,deepseek-chat,1.0,1.0
1169,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,15,deepseek-chat,1.0,1.0
1170,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,15,deepseek-chat,1.0,1.0
1171,4,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",conservative,3.4,purity,graham,15,deepseek-chat,1.0,1.0
1172,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,15,deepseek-chat,1.0,1.0
1173,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,15,deepseek-chat,1.0,1.0
1174,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,15,deepseek-chat,1.0,1.0
1175,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,15,deepseek-chat,1.0,1.0
1176,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,15,deepseek-chat,1.0,1.0
1177,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,15,deepseek-chat,1.0,1.0
1178,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,15,deepseek-chat,1.0,1.0
1179,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,15,deepseek-chat,1.0,1.0
1180,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,15,deepseek-chat,1.0,1.0
1181,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,15,deepseek-chat,1.0,1.0
1182,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,15,deepseek-chat,1.0,1.0
1183,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,15,deepseek-chat,1.0,1.0
1184,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,15,deepseek-chat,1.0,1.0
1185,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,15,deepseek-chat,1.0,1.0
1186,2,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,15,deepseek-chat,1.0,1.0
1187,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,15,deepseek-chat,1.0,1.0
1188,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,15,deepseek-chat,1.0,1.0
1189,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,15,deepseek-chat,1.0,1.0
1190,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,15,deepseek-chat,1.0,1.0
1191,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,15,deepseek-chat,1.0,1.0
1192,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",conservative,4.1,fairness,inverse,15,deepseek-chat,1.0,1.0
1193,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,15,deepseek-chat,1.0,1.0
1194,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,15,deepseek-chat,1.0,1.0
1195,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,15,deepseek-chat,1.0,1.0
1196,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,15,deepseek-chat,1.0,1.0
1197,2,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,15,deepseek-chat,1.0,1.0
1198,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,15,deepseek-chat,1.0,1.0
1199,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,15,deepseek-chat,1.0,1.0
